排名	关键词	热度	特征	时间
1	林更新	4539681	新	2020-08-05T05:25:39.223992
2	南京遇害女生男友曾一起去报案	3941892	新	2020-08-05T05:25:39.224192
3	鹿晗演技	1962457	沸	2020-08-05T05:25:39.224346
4	少女时代合体	1901872	新	2020-08-05T05:25:39.224494
5	父亲第一条朋友圈献给女儿	1599703		2020-08-05T05:25:39.224636
6	林有有 工具人	1552201	热	2020-08-05T05:25:39.224752
7	华为年薪201万天才少年回应	1283891		2020-08-05T05:25:39.224896
8	10万余箱问题坚果流入市场	1166668		2020-08-05T05:25:39.225012
9	黎巴嫩首都突发爆炸	1075037	沸	2020-08-05T05:25:39.225126
10	爆炸目击者说整座城下起碎玻璃雨	1050280		2020-08-05T05:25:39.225268
11	张萌录视频道歉	1046818	热	2020-08-05T05:25:39.225383
12	南昌大学学霸寝室集体保研名校	1042303	新	2020-08-05T05:25:39.225525
13	独居老人家中摔倒4天靠敲盆获救	961544	新	2020-08-05T05:25:39.225668
14	大连下架封存凯洋海鲜公司涉疫产品	640813	新	2020-08-05T05:25:39.225811
15	花木兰放弃北美院线发行	587500		2020-08-05T05:25:39.225964
16	警方证实任瑟雍车祸并非酒驾	574801	新	2020-08-05T05:25:39.226096
17	浙江省教育考试院回应满分作文	558918	新	2020-08-05T05:25:39.226255
18	黎巴嫩总理证实2700吨硝酸铵爆炸	540111		2020-08-05T05:25:39.226411
19	苹果更新27寸iMac	497794		2020-08-05T05:25:39.226538
20	台风过后男子家中下水道喷垃圾	436521		2020-08-05T05:25:39.226663
21	刘雨昕再唱想见你	433917		2020-08-05T05:25:39.226787
22	26年前张玉环故意杀人案6大疑点	430893		2020-08-05T05:25:39.226913
23	大坪医院	420123		2020-08-05T05:25:39.227037
24	股市	389682	新	2020-08-05T05:25:39.227161
25	千万不要让家人学会拍一拍	298207		2020-08-05T05:25:39.227316
26	尹正为王一博庆生	294298		2020-08-05T05:25:39.227442
27	白银	283983		2020-08-05T05:25:39.227565
28	上海暴雨	264148		2020-08-05T05:25:39.227688
29	粤港澳大湾区城际铁路建设规划获批	257975		2020-08-05T05:25:39.227812
30	黎巴嫩总理妻女在爆炸中受伤	257302		2020-08-05T05:25:39.227935
31	杭州天气	253871	新	2020-08-05T05:25:39.228072
32	南京天空之镜石臼湖	251986		2020-08-05T05:25:39.228230
33	楚歌哭戏	226678		2020-08-05T05:25:39.228353
34	外交部回应美对中国记者签证限制	216695		2020-08-05T05:25:39.228477
35	汤显祖的千层套路	212172		2020-08-05T05:25:39.228600
36	闺蜜拍照技术到底有多差	209284		2020-08-05T05:25:39.228725
37	雾山五行	192095		2020-08-05T05:25:39.228848
38	黎巴嫩总理宣布8月5日为国家哀悼日	188842		2020-08-05T05:25:39.228970
39	喜欢林有有的原因	187760		2020-08-05T05:25:39.229094
40	哈尔滨仓库坍塌被困9人遇难	173105		2020-08-05T05:25:39.229218
41	钟晓芹美人鱼表白	163037		2020-08-05T05:25:39.229344
42	大连向足协申诉	158271	新	2020-08-05T05:25:39.229468
43	征集茅台酒市场领域违法违规线索	155901	新	2020-08-05T05:25:39.229622
44	泰国威胁将对Facebook采取法律行动	154353		2020-08-05T05:25:39.229780
45	黄圣依哭泣时也要插兜	152411		2020-08-05T05:25:39.229904
46	曾繁日道歉	144288		2020-08-05T05:25:39.230027
47	香港负压病房使用率达上限	136071		2020-08-05T05:25:39.230150
48	暴雨台风双预警	133212		2020-08-05T05:25:39.230273
49	穿越火线	132354		2020-08-05T05:25:39.230395
50	贾伦杰克逊赛季报销	130385	新	2020-08-05T05:25:39.230517
