排名	关键词	热度	特征	时间
1	Yamy公司会议录音	4985237	沸	2020-07-21T07:29:12.039049
2	浙大回应努某某被留校察看	2472836	新	2020-07-21T07:29:12.039232
3	华晨宇的有机新生活	2239195	荐	2020-07-21T07:29:12.039403
4	孟佳对王漫妮有共鸣	2124118	新	2020-07-21T07:29:12.039565
5	徐明朝	2072788	沸	2020-07-21T07:29:12.039723
6	职场PUA	1978134	新	2020-07-21T07:29:12.039883
7	火箭少女成员力挺Yamy	1861529		2020-07-21T07:29:12.040056
8	女子多年未住别墅成剧组拍摄地	1206940	热	2020-07-21T07:29:12.040183
9	龚正当选上海市市长	1062630	新	2020-07-21T07:29:12.040341
10	公安局回应郑云龙落户北京	988492	沸	2020-07-21T07:29:12.040496
11	哈工大两名大四学生因作弊被开除学籍	853915	沸	2020-07-21T07:29:12.040651
12	穿越火线是个喜剧吧	669861		2020-07-21T07:29:12.040811
13	山东紧急调配60万毫升血液支援湖北	650744	新	2020-07-21T07:29:12.040937
14	新版清华大学研究生录取通知书	631549		2020-07-21T07:29:12.041094
15	被陈屿气死	580348		2020-07-21T07:29:12.041222
16	原来部队生活这么有意思	549496		2020-07-21T07:29:12.041348
17	徐明朝是玲花老公	544372	新	2020-07-21T07:29:12.041473
18	大女儿怀疑失踪女子被人绑架	531226	热	2020-07-21T07:29:12.041632
19	乘风破浪的铁三角	528929		2020-07-21T07:29:12.041791
20	全球变暖或致北极熊在本世纪末灭绝	511430	新	2020-07-21T07:29:12.041918
21	浙江大学	436292	热	2020-07-21T07:29:12.042075
22	无价之邪	422243		2020-07-21T07:29:12.042230
23	巴西总统讲话时又把口罩拉下来了	403585		2020-07-21T07:29:12.042354
24	国务院介入中科院研究所集体离职	402941	新	2020-07-21T07:29:12.042478
25	下半年最想看到的电影	391604	新	2020-07-21T07:29:12.042636
26	日作诗2000首女孩卖课	339457		2020-07-21T07:29:12.042793
27	具惠善签约新公司	336683		2020-07-21T07:29:12.042921
28	原来星空这么美	322385		2020-07-21T07:29:12.043045
29	GimGoon首发	317030	新	2020-07-21T07:29:12.043171
30	外籍教师聘任和管理办法征求意见	281488	新	2020-07-21T07:29:12.043328
31	左拆家	280798		2020-07-21T07:29:12.043485
32	特朗普称将恢复白宫每日疫情简报会	276852		2020-07-21T07:29:12.043611
33	努尔特巴特尔	266925		2020-07-21T07:29:12.043736
34	湖北恩施沙子坝出现大面积滑坡	242576	新	2020-07-21T07:29:12.043860
35	网球双打大满贯冠军当超市理货员	240318	新	2020-07-21T07:29:12.044036
36	中国驻英大使接受BBC专访	239065	新	2020-07-21T07:29:12.044167
37	顾佳搞定于太太	235641		2020-07-21T07:29:12.044276
38	乌鲁木齐公交地铁及市际客运班线停运	233145		2020-07-21T07:29:12.044364
39	金晨用杜华送的螺蛳粉丰唇	214650		2020-07-21T07:29:12.044449
40	上汽香港终止神州系收购交易	205009	新	2020-07-21T07:29:12.044534
41	二十不惑	202484		2020-07-21T07:29:12.044643
42	蚂蚁集团IPO估值至少2000亿美元	191665		2020-07-21T07:29:12.044729
43	上海今日出梅	186003	新	2020-07-21T07:29:12.044813
44	北京3天现2次日晕	176211	新	2020-07-21T07:29:12.044919
45	航拍云南彩色稻田	175881	新	2020-07-21T07:29:12.045028
46	信条撤档	175823		2020-07-21T07:29:12.045147
47	特朗普回应民调输拜登	162742		2020-07-21T07:29:12.045241
48	在地铁里收获的男朋友	161552		2020-07-21T07:29:12.045338
49	李干杰当选山东省人民政府省长	153334		2020-07-21T07:29:12.045431
50	被遗弃德牧已被部队收养为军犬	152901		2020-07-21T07:29:12.045525
