排名	关键词	热度	特征	时间
1	入职3年的26岁女工程师获颁劳动奖章	1490243	沸	2020-05-04T09:13:09.018555
2	央视五四节目单	970815	沸	2020-05-04T09:13:09.018731
3	在德58名中国籍船员被隔离	698737	新	2020-05-04T09:13:09.018885
4	哪一刻你感到中国在变强	600118	沸	2020-05-04T09:13:09.019034
5	这就是街舞海报	567283	沸	2020-05-04T09:13:09.019174
6	后浪	565346	新	2020-05-04T09:13:09.019318
7	黄子韬 长得像我不需自卑	540217	热	2020-05-04T09:13:09.019459
8	有翡杀青现场	507574		2020-05-04T09:13:09.019598
9	李莎护士	502649	沸	2020-05-04T09:13:09.019713
10	美州长称白宫给予抗疫帮助微乎其微	500663	新	2020-05-04T09:13:09.019850
11	93年包租婆拥有400栋楼	500598	热	2020-05-04T09:13:09.020003
12	大张伟 大可不必	500459	热	2020-05-04T09:13:09.020164
13	黄河落水女子怀孕5个多月	499812	热	2020-05-04T09:13:09.020344
14	五四青年节	490910		2020-05-04T09:13:09.020507
15	乘风破浪的姐姐	486110		2020-05-04T09:13:09.020632
16	刘诗诗复古大片	480852	新	2020-05-04T09:13:09.020757
17	夏天最讨厌的一件事	471984	新	2020-05-04T09:13:09.020911
18	金俊勉入伍	463710	新	2020-05-04T09:13:09.021066
19	长发女生每个夏天的烦恼	460268		2020-05-04T09:13:09.021222
20	全网晒18岁照片大赛	455381		2020-05-04T09:13:09.021346
21	蒜泥鸡蛋汉堡	451893	新	2020-05-04T09:13:09.021470
22	科比现身乔丹纪录片	445810		2020-05-04T09:13:09.021624
23	如果班里某科成绩普遍不好	368154		2020-05-04T09:13:09.021747
24	称得上下饭神器的综艺	332420		2020-05-04T09:13:09.021870
25	宋茜点评	328792		2020-05-04T09:13:09.021994
26	相机里的我VS镜子里的我	323445	新	2020-05-04T09:13:09.022117
27	东京奥运火炬手火灾中身亡	318447		2020-05-04T09:13:09.022272
28	武汉户部巷有序开放	288230	新	2020-05-04T09:13:09.022395
29	日本冰镇口罩	285096		2020-05-04T09:13:09.022548
30	法学专家谈拒绝加班被判赔1.8万	275801		2020-05-04T09:13:09.022671
31	事情没做完不要躺床上	270296		2020-05-04T09:13:09.022795
32	五一前三天国内旅游收入超350亿元	251378		2020-05-04T09:13:09.022918
33	有一个地方叫敦煌	229068		2020-05-04T09:13:09.023040
34	对青春最好的致敬是成为最好的自己	223291		2020-05-04T09:13:09.023162
35	法国去年12月底已有人感染病毒	219306		2020-05-04T09:13:09.023283
36	超治愈的小刺猬	210337	新	2020-05-04T09:13:09.023405
37	王一博兑现和医护粉丝的约定	191808		2020-05-04T09:13:09.023559
38	你心中的古装权谋剧TOP	187252		2020-05-04T09:13:09.023681
39	现实版鹬蚌相争	175256		2020-05-04T09:13:09.023801
40	16位大咖的青年照	169250		2020-05-04T09:13:09.023924
41	青春就是奋斗	168287		2020-05-04T09:13:09.024046
42	国产增肥片	159311		2020-05-04T09:13:09.024167
43	献给2020的毕业歌	151249	新	2020-05-04T09:13:09.024310
44	熔岩瀑布芝士汉堡	150048	新	2020-05-04T09:13:09.024464
45	和懂礼貌的人相处有多舒服	144624		2020-05-04T09:13:09.024616
46	小伙北京西站失踪被推荐去内蒙放羊	134626		2020-05-04T09:13:09.024722
47	我国最年轻的卫星总师	132932		2020-05-04T09:13:09.024811
48	水果酸奶薄薄脆	125172		2020-05-04T09:13:09.024895
49	风味人间文案	110212		2020-05-04T09:13:09.024978
50	乔丹纪录片	88635		2020-05-04T09:13:09.025061
