排名	关键词	热度	特征	时间
1	黄龄工作室发视频回应	2899064	新	2020-09-05T09:41:36.188788
2	特朗普宣称中国死亡人数比美国多得多	1930178	沸	2020-09-05T09:41:36.188891
3	李诞搜过啥	1823188	荐	2020-09-05T09:41:36.188976
4	谭炳文去世	1648625		2020-09-05T09:41:36.189054
5	花木兰评分	1275108	新	2020-09-05T09:41:36.189117
6	明日之子四进三直播好顶	1266042	荐	2020-09-05T09:41:36.189198
7	姐姐成团 花少	1124007	热	2020-09-05T09:41:36.189274
8	我发誓以后再不搞选秀	911977	沸	2020-09-05T09:41:36.189350
9	当事人回应4层楼房突然坍塌	819231	新	2020-09-05T09:41:36.189426
10	火箭vs湖人	794125		2020-09-05T09:41:36.189502
11	阿朵最后用辫子打鼓	782402		2020-09-05T09:41:36.189574
12	薇娅道歉	564557	热	2020-09-05T09:41:36.189642
13	宁静最后的发言 底气和胆识	530856		2020-09-05T09:41:36.189726
14	山东巨型火烧云	530639		2020-09-05T09:41:36.189793
15	24头野生亚洲象进入云南宁洱	529143		2020-09-05T09:41:36.189859
16	外婆望远镜看孙子上幼儿园	528648		2020-09-05T09:41:36.189924
17	新冠肺炎已成美国第二大致死原因	527556		2020-09-05T09:41:36.189991
18	00后女狙击手光荣退伍	526440		2020-09-05T09:41:36.190057
19	特朗普政府考虑将中芯国际列入黑名单	526127	新	2020-09-05T09:41:36.190122
20	退伍兵叔叔端枪式抱小侄女	526023		2020-09-05T09:41:36.190204
21	杨澜像极了下班的你	525764		2020-09-05T09:41:36.190271
22	万茜情绪大片	525527	新	2020-09-05T09:41:36.190336
23	西北民族大学通报265名学生不适	525407	新	2020-09-05T09:41:36.190418
24	萌娃因名字难写大哭	525191		2020-09-05T09:41:36.190501
25	西安一高校每日供应1元特惠菜	524920		2020-09-05T09:41:36.190566
26	有些鸭走着走着就散了	524786	新	2020-09-05T09:41:36.190632
27	英国主播直播中大骂口罩并剪碎	497157	新	2020-09-05T09:41:36.190714
28	张雨绮 巴黎不远队也不长	446011		2020-09-05T09:41:36.190796
29	有个学法律朋友的重要性	407318		2020-09-05T09:41:36.190862
30	法院受理罗冠军与梁颖纠纷案	375487		2020-09-05T09:41:36.190926
31	芒果台	364143		2020-09-05T09:41:36.190992
32	西安涉黑村支书获刑24年	327316	新	2020-09-05T09:41:36.191058
33	李权哲秒删	310989		2020-09-05T09:41:36.191140
34	开车碾压草原被罚把草种回去	290058	新	2020-09-05T09:41:36.191207
35	中印国防部长在莫斯科举行会晤	258284		2020-09-05T09:41:36.191289
36	成团采访 李斯丹妮组穿队服	238622		2020-09-05T09:41:36.191355
37	最不舍得结束的夏日限定	236710	新	2020-09-05T09:41:36.191421
38	日语和河南话原来是相同的	236631		2020-09-05T09:41:36.191504
39	黄龄说的什么意思	229009		2020-09-05T09:41:36.191568
40	养猫后怎么吃饭	218926	新	2020-09-05T09:41:36.191632
41	贵阳最窄人行道宽不足40厘米	213050	新	2020-09-05T09:41:36.191714
42	赵丽颖哭的镜头	210039		2020-09-05T09:41:36.191796
43	北部湾大量珊瑚白化面临死亡	209891	新	2020-09-05T09:41:36.191860
44	詹姆斯末节0分	199033	新	2020-09-05T09:41:36.191942
45	中级财管	193034	新	2020-09-05T09:41:36.192031
46	中级会计	180407		2020-09-05T09:41:36.192114
47	2K21能力值	176110	新	2020-09-05T09:41:36.192179
48	如何看待梁颖罗冠军事件	164738		2020-09-05T09:41:36.192259
49	信条票房	163358		2020-09-05T09:41:36.192337
50	刘诗诗流光溢彩大片	160094		2020-09-05T09:41:36.192401
