排名	关键词	热度	特征	时间
1	肖战再发声	4900427	新	2020-05-13T16:40:30.951378
2	游客掰断两颗数万年石钟乳	1949274	新	2020-05-13T16:40:30.951470
3	陈数杨迪首度直播	1905050	荐	2020-05-13T16:40:30.951550
4	李现喊话跟拍者	1547235	新	2020-05-13T16:40:30.951626
5	任嘉伦说火锅里有炒年糕	1498317	新	2020-05-13T16:40:30.951701
6	吴青峰理想生活	1471463	荐	2020-05-13T16:40:30.951775
7	爸爸接孩子认错还揪人小辫	1340347	热	2020-05-13T16:40:30.951849
8	徽柔出嫁	1182245		2020-05-13T16:40:30.951922
9	不用戴口罩的几类情形	1001665	热	2020-05-13T16:40:30.951981
10	外交部回应美参议员妄图制裁中国	866756		2020-05-13T16:40:30.952053
11	日本一外卖公司骑手全是中国人	816970		2020-05-13T16:40:30.952112
12	吉林已复学的高三转上网课	792737	新	2020-05-13T16:40:30.952170
13	奢侈品涨价潮来袭	714931		2020-05-13T16:40:30.952258
14	医院就错换人生28年事件道歉	704003	新	2020-05-13T16:40:30.952318
15	陶勇医生恢复出诊	604557		2020-05-13T16:40:30.952389
16	心疼怀吉	584494	新	2020-05-13T16:40:30.952449
17	中国电信	557944		2020-05-13T16:40:30.952524
18	范丞丞表情	557179		2020-05-13T16:40:30.952590
19	南方人做菜可以多讲究	554493		2020-05-13T16:40:30.952655
20	清平乐	550298		2020-05-13T16:40:30.952720
21	用5G或需要换SIM卡	501332		2020-05-13T16:40:30.952784
22	当男生穿姐姐的衣服去健身房	485156	新	2020-05-13T16:40:30.952847
23	文星伊开微博	481023		2020-05-13T16:40:30.952927
24	奶奶偶遇消防员孙子却挥手让他走	428654		2020-05-13T16:40:30.952990
25	忘带耳机出门时的我	400858		2020-05-13T16:40:30.953054
26	美国购买冰箱可能要等两个月	374910		2020-05-13T16:40:30.953118
27	叶冲何樱告别	368525	新	2020-05-13T16:40:30.953182
28	重庆版天空之镜	358793		2020-05-13T16:40:30.953262
29	韩国N号房创建人身份照片公开	343888		2020-05-13T16:40:30.953325
30	中小学幼儿园教师招聘先上岗再考证	317652		2020-05-13T16:40:30.953388
31	孔雀开屏礼裙	295287		2020-05-13T16:40:30.953451
32	湖北疫情一线医生携子跳楼身亡	293274		2020-05-13T16:40:30.953514
33	N号房事件将被拍成电影	277854		2020-05-13T16:40:30.953578
34	原来一胖遮百丑	265608		2020-05-13T16:40:30.953641
35	新西兰总理重申坚持一中政策	263898		2020-05-13T16:40:30.953704
36	中纪委收缴赵正永涉案财物7.17亿余元	262819	新	2020-05-13T16:40:30.953768
37	抖音回应快手起诉	255471		2020-05-13T16:40:30.953847
38	深山石缝千年玫瑰开花	254855	新	2020-05-13T16:40:30.953911
39	建议减少与朋友相约观影	235390		2020-05-13T16:40:30.953989
40	DYG晋级季后赛	233826	新	2020-05-13T16:40:30.954053
41	大学里做过最有成就感的事	233794	新	2020-05-13T16:40:30.954132
42	坐直就代表我认真了	233792		2020-05-13T16:40:30.954206
43	想象和现实夏天的区别	233788	新	2020-05-13T16:40:30.954265
44	90岁奶奶世界最年长游戏玩家	233709	新	2020-05-13T16:40:30.954338
45	什么样的声音能注册商标	233636	新	2020-05-13T16:40:30.954409
46	吉林市疫情防控时间线	233524	新	2020-05-13T16:40:30.954480
47	陕西一医院医技科室凭职称停车	233513	新	2020-05-13T16:40:30.954552
48	吉卜力美术馆的卫生间	231804		2020-05-13T16:40:30.954623
49	解放军向12国军队提供物资援助	229237		2020-05-13T16:40:30.954680
50	高校为宿舍降温在楼顶种草	204417		2020-05-13T16:40:30.954738
