排名	关键词	热度	特征	时间
1	Mike为争儿子抚养权节衣缩食	3204388	热	2020-09-18T12:05:27.719693
2	教育部要求高校方便学生进出校门	2669989	新	2020-09-18T12:05:27.719816
3	吴中天让杨子姗躺床上刷牙	2415521	新	2020-09-18T12:05:27.719919
4	金晓钟说泫雅是最后一任女友	2398769	新	2020-09-18T12:05:27.720034
5	台湾	1337048	沸	2020-09-18T12:05:27.720140
6	好物进化论	1122030	荐	2020-09-18T12:05:27.720240
7	钟南山称疫情今冬明春可能继续存在	1057803	热	2020-09-18T12:05:27.720336
8	iOS14的翻译太懂了	881751	沸	2020-09-18T12:05:27.720434
9	学生晒宿舍火锅被消防员找到	677633		2020-09-18T12:05:27.720531
10	iOS14时钟Bug	618185		2020-09-18T12:05:27.720610
11	网红拉姆遭前夫纵火焚烧重度烧伤	591892		2020-09-18T12:05:27.720687
12	Mike前女友	570692	热	2020-09-18T12:05:27.720766
13	学校回应1620元天价校园网费	495271		2020-09-18T12:05:27.720863
14	教育部要求高校切忌一刀切封闭管理	432308	新	2020-09-18T12:05:27.720940
15	劳森	342301		2020-09-18T12:05:27.721036
16	大爷大妈爬泸沽湖网红情人树合影	306015		2020-09-18T12:05:27.721112
17	UNINE拍摄解散照	297039	新	2020-09-18T12:05:27.721190
18	张艺谋一秒钟过审	290244		2020-09-18T12:05:27.721289
19	QQ上线青少年模式	281822		2020-09-18T12:05:27.721366
20	四川一高校食堂开火锅窗口	275774		2020-09-18T12:05:27.721444
21	在一起剧照	275759	新	2020-09-18T12:05:27.721520
22	任豪姚琛何洛洛	275245	新	2020-09-18T12:05:27.721615
23	对自己体重没数的猫	275003		2020-09-18T12:05:27.721710
24	香葱老干妈吐司	274689	新	2020-09-18T12:05:27.721787
25	三个月大狗狗浑身涂石膏被遗弃	274640		2020-09-18T12:05:27.721884
26	95后无臂主播咬筷子打字养全家	274189		2020-09-18T12:05:27.721961
27	黄鸿升遗照	274141		2020-09-18T12:05:27.722037
28	塌房	273617	新	2020-09-18T12:05:27.722115
29	油价	273599	新	2020-09-18T12:05:27.722211
30	警方通报威海18车连环相撞交通事故	250022	新	2020-09-18T12:05:27.722308
31	眼神不好但命大	233438		2020-09-18T12:05:27.722404
32	拉姆	232074		2020-09-18T12:05:27.722482
33	陈薇 病毒变异对新冠疫苗影响很小	223966		2020-09-18T12:05:27.722558
34	为学生提供符合用眼卫生要求的课桌椅	213715	新	2020-09-18T12:05:27.722635
35	35个老兵爸爸组团送女孩大学报到	211779		2020-09-18T12:05:27.722731
36	爸爸做的布朗尼蛋糕	190332		2020-09-18T12:05:27.722808
37	外交部回应美驻华大使将离任	182026	新	2020-09-18T12:05:27.722885
38	汪文斌七连反问回击美政客指责	181069		2020-09-18T12:05:27.722981
39	TREASURE新歌	176515	新	2020-09-18T12:05:27.723057
40	潜逃16年杀人嫌犯没戴头盔被查	173861		2020-09-18T12:05:27.723152
41	脆皮日式照烧海苔豆腐	172829	新	2020-09-18T12:05:27.723229
42	耿爽就涉台问题向美方提出严正交涉	168427		2020-09-18T12:05:27.723325
43	原来电影里的轻功是真的	158269		2020-09-18T12:05:27.723403
44	巴奴回应海底捞抄袭争议	156044	新	2020-09-18T12:05:27.723480
45	股市	155305		2020-09-18T12:05:27.723576
46	贵州六盘水市4.0级地震	140494	新	2020-09-18T12:05:27.723652
47	你的国庆假期安排	133659		2020-09-18T12:05:27.723749
48	河南一动物园斑马出逃上路	131297		2020-09-18T12:05:27.723825
49	罗冠军发布警方不予立案通知书	110931		2020-09-18T12:05:27.723902
50	勿忘国耻	110728		2020-09-18T12:05:27.723978
