排名	关键词	热度	特征	时间
1	张纪中承认再婚	3749449	热	2020-09-13T09:22:56.851489
2	美国新冠阳性学生举办大型派对	2112203		2020-09-13T09:22:56.851667
3	原来电视上可以放东西	2099281	荐	2020-09-13T09:22:56.851790
4	一次喝3.2L水致水中毒	1789148	热	2020-09-13T09:22:56.851947
5	阿娇拆绷带后首露面	1295865	热	2020-09-13T09:22:56.852120
6	当潮不让	1034875	荐	2020-09-13T09:22:56.852269
7	朴树 以后不会再当老师了	784118	沸	2020-09-13T09:22:56.852425
8	白岩松提醒外卖平台别把骑手当机器	722264		2020-09-13T09:22:56.852566
9	湖人时隔十年再进西决	707252	沸	2020-09-13T09:22:56.852691
10	加拿大下周开始对美征收36亿报复性关税	705882		2020-09-13T09:22:56.852855
11	多本爆特朗普黑料新书销量猛增	705043	新	2020-09-13T09:22:56.852983
12	钟汉良为什么淘汰肖杰	704865	热	2020-09-13T09:22:56.853150
13	特朗普获今年第二个诺贝尔和平奖提名	703759	热	2020-09-13T09:22:56.853310
14	日本网暴施暴者个人信息可公开	703318		2020-09-13T09:22:56.853470
15	我国新一轮降雨将启程	701948		2020-09-13T09:22:56.853595
16	哇唧唧哇签了四个乐团吗	701288	热	2020-09-13T09:22:56.853721
17	美国遭遇毁灭性山火季	700043		2020-09-13T09:22:56.853877
18	76岁老人救起200多斤溺水者	699804	新	2020-09-13T09:22:56.854003
19	湖人球迷观众席晒科比照片	698370		2020-09-13T09:22:56.854161
20	威少与隆多哥哥冲突	698196		2020-09-13T09:22:56.854287
21	女生寝室可以多有趣	697253	新	2020-09-13T09:22:56.854413
22	少年3岁半上二年级13岁高考	695877	新	2020-09-13T09:22:56.854570
23	夺冠提档	695664	新	2020-09-13T09:22:56.854727
24	去学校的车有点奇怪	568249		2020-09-13T09:22:56.854884
25	抑郁症防治4类重点人群	542956		2020-09-13T09:22:56.855009
26	李汶翰后援会官博发文	527567		2020-09-13T09:22:56.855134
27	小说里霸道总裁如何上厕所	446807		2020-09-13T09:22:56.855258
28	逃犯自首求先领证结婚	444014	新	2020-09-13T09:22:56.855384
29	美网2020	397864	新	2020-09-13T09:22:56.855539
30	国防部回应美发布中国军事报告	392247		2020-09-13T09:22:56.855696
31	这就是我没对象的真实原因	391838		2020-09-13T09:22:56.855821
32	狗狗最爱听哪个字	376322	新	2020-09-13T09:22:56.855944
33	浓郁椰子鸡	325977	新	2020-09-13T09:22:56.856126
34	李胜利	292803		2020-09-13T09:22:56.856284
35	侵犯知识产权犯罪入罪门槛降至30万	268011		2020-09-13T09:22:56.856404
36	重启第二季开播	258716		2020-09-13T09:22:56.856500
37	人造肉第一股回应来华建厂	210967		2020-09-13T09:22:56.856593
38	厨师处理猪肉受伤感染罕见脑膜炎	204423		2020-09-13T09:22:56.856685
39	告白失败大喊王俊凯来了	196054		2020-09-13T09:22:56.856778
40	伏地魔没有鼻子的原因	193931		2020-09-13T09:22:56.856871
41	山西一施工罐车往河中倒水泥	180106		2020-09-13T09:22:56.856962
42	王源双面封面	178312		2020-09-13T09:22:56.857054
43	鸡肉价格大跌	175498		2020-09-13T09:22:56.857146
44	金晨腹肌	172063		2020-09-13T09:22:56.857238
45	各专业的上课日常	129873	新	2020-09-13T09:22:56.857331
46	网友为李汶翰点歌算什么男人	121787		2020-09-13T09:22:56.857449
47	男生寝室可以有多沙雕	100027	新	2020-09-13T09:22:56.857543
48	巴基斯坦军方检查站遭炸弹袭击	99761		2020-09-13T09:22:56.857659
49	四川小伙泥塑钟南山头像	95653		2020-09-13T09:22:56.857751
50	湖人球员众生相	84754		2020-09-13T09:22:56.857842
