排名	关键词	热度	特征	时间
1	郑爽穿晚礼服跳舞	3357852	沸	2020-05-31T16:59:39.733115
2	钟镇涛等知名港星支持国安立法	2658828	新	2020-05-31T16:59:39.733296
3	美的领鲜新能效	2501841	荐	2020-05-31T16:59:39.733450
4	五月天演唱会每个座位都有荧光棒	2077392	沸	2020-05-31T16:59:39.733594
5	邓超问孙俪要什么结婚纪念日礼物	2022051	热	2020-05-31T16:59:39.733741
6	女研究生蹦床馆内摔成完全性截瘫	1643868	沸	2020-05-31T16:59:39.733888
7	我再也不搞选秀了	1317046	热	2020-05-31T16:59:39.734032
8	多伦多爆发反对种族主义游行示威	1110121		2020-05-31T16:59:39.734175
9	TES夺冠	1079703	沸	2020-05-31T16:59:39.734291
10	母亲审讯室与儿子抱头痛哭	1077459	新	2020-05-31T16:59:39.734432
11	鹿晗示范三种层次唱法	991481	新	2020-05-31T16:59:39.734582
12	美国民警卫队朝居民家中开枪	797073	新	2020-05-31T16:59:39.734744
13	天天向上	763318	新	2020-05-31T16:59:39.734902
14	369卢锡安	666943	新	2020-05-31T16:59:39.735060
15	KBS大楼女洗手间发现隐藏摄像头	653200		2020-05-31T16:59:39.735218
16	英国伦敦南部爆发大规模抗议	603338		2020-05-31T16:59:39.735344
17	李佳琦直播	594332	新	2020-05-31T16:59:39.735469
18	福布斯将卡戴珊金小妹移除富豪榜	588169	新	2020-05-31T16:59:39.735625
19	极限挑战	581429		2020-05-31T16:59:39.735782
20	被宠成孩子有多幸福	572641	新	2020-05-31T16:59:39.735910
21	张杰唱错词	525926	新	2020-05-31T16:59:39.736080
22	三叉戟	446379		2020-05-31T16:59:39.736236
23	桃桃乌龙冰心蛋糕	377165		2020-05-31T16:59:39.736358
24	男孩随安装工父亲到雇主家写作业	371660	新	2020-05-31T16:59:39.736480
25	芝加哥特朗普大厦被抗议者占领	348960		2020-05-31T16:59:39.736637
26	五月天线上演唱会	344822		2020-05-31T16:59:39.736761
27	五月最后一天有五月天	337560		2020-05-31T16:59:39.736882
28	River水火舞台好绝	320876	新	2020-05-31T16:59:39.737006
29	山东鸡蛋价格创年内新低	306184		2020-05-31T16:59:39.737162
30	上厕所被沐浴露吓到	294942		2020-05-31T16:59:39.737285
31	五月天李荣浩毛不易萧敬腾合唱	293814		2020-05-31T16:59:39.737409
32	Lisa晒导师合影	293288		2020-05-31T16:59:39.737532
33	山东破获涉案300亿元特大虚开发票案	291034	新	2020-05-31T16:59:39.737658
34	长大后还能做回孩子吗	286764	新	2020-05-31T16:59:39.737814
35	罗永浩直播	267248		2020-05-31T16:59:39.737969
36	杨雪	265764		2020-05-31T16:59:39.738092
37	阿信	265383		2020-05-31T16:59:39.738215
38	成都小型飞机掉入沱江	263721		2020-05-31T16:59:39.738337
39	大四学生返校发现衣柜里有蜂窝	257071		2020-05-31T16:59:39.738461
40	男孩横跨过河被冲走	251092	新	2020-05-31T16:59:39.738585
41	毛不易直拍	244507		2020-05-31T16:59:39.738739
42	被网友说丑后	235717		2020-05-31T16:59:39.738864
43	受伤小鹿进药房求救	205205		2020-05-31T16:59:39.738987
44	河南全面取消义务教育特长生招生	196417		2020-05-31T16:59:39.739111
45	童年时的六一照片	187091	新	2020-05-31T16:59:39.739234
46	纽约州长说美国警察暴力执法不是个案	185403		2020-05-31T16:59:39.739388
47	珍珠奶茶水饺	181857		2020-05-31T16:59:39.739512
48	陈晓为陈妍希庆生	167182	新	2020-05-31T16:59:39.739636
49	蝙蝠侠	166681		2020-05-31T16:59:39.739790
50	低脂豆腐皮烤冷面	146672		2020-05-31T16:59:39.739914
