排名	关键词	热度	特征	时间
1	汪涵反应速度	1536915	沸	2020-06-07T19:26:13.454035
2	南京茶摊奶奶又要出摊了	1061093	新	2020-06-07T19:26:13.454211
3	多白才算白	1000914	荐	2020-06-07T19:26:13.454369
4	杨超越吐槽司机开远光灯	990294	沸	2020-06-07T19:26:13.454516
5	姜贞羽哭着问有没有什么办法	727078	沸	2020-06-07T19:26:13.454659
6	陶勇谈高度近视治愈可能性	367902	新	2020-06-07T19:26:13.454803
7	央视专访张伟丽	281227	新	2020-06-07T19:26:13.454945
8	极限挑战	279715		2020-06-07T19:26:13.455097
9	中北大学	239032		2020-06-07T19:26:13.455226
10	多国民众示威游行高喊我不能呼吸	202310		2020-06-07T19:26:13.455354
11	中国为抗疫付出了多少	194939	新	2020-06-07T19:26:13.455483
12	男观众冲上舞台向迪丽热巴求婚	191762		2020-06-07T19:26:13.455641
13	天天向上	185636		2020-06-07T19:26:13.455767
14	李连杰恩师谈马保国被KO	170132		2020-06-07T19:26:13.455891
15	男孩问抗疫小姐姐划出血痕的手还疼吗	130646		2020-06-07T19:26:13.456028
16	哈工大百年校庆无人机表演	129257		2020-06-07T19:26:13.456156
17	金子涵好美	129152		2020-06-07T19:26:13.456282
18	创3排名	127724		2020-06-07T19:26:13.456407
19	路面现大量三角钉致多车接连爆胎	127438	新	2020-06-07T19:26:13.456531
20	FoFo	126537		2020-06-07T19:26:13.456686
21	电视台翻车现场	126125		2020-06-07T19:26:13.456809
22	李若彤发文	123633	热	2020-06-07T19:26:13.456934
23	亚洲翼装飞行第一人训练全过程	119036		2020-06-07T19:26:13.457091
24	青柠椰汁酸辣螺蛳粉	108977		2020-06-07T19:26:13.457215
25	广东18天内发布上千次暴雨预警	107495		2020-06-07T19:26:13.457340
26	6月9日双星伴月	102330		2020-06-07T19:26:13.457465
27	刘些宁排名	101385	新	2020-06-07T19:26:13.457591
28	张艺凡街头跳时候	100348	新	2020-06-07T19:26:13.457748
29	马云 滁州	94127		2020-06-07T19:26:13.457905
30	香港特区政府谴责罢工罢课公投	87161		2020-06-07T19:26:13.458029
31	在日本买杂志究竟会送什么	87060		2020-06-07T19:26:13.458153
32	乃万小号	86583		2020-06-07T19:26:13.458276
33	迪丽热巴荷叶边高开衩长裙	86089		2020-06-07T19:26:13.458403
34	虚拟男友	85093		2020-06-07T19:26:13.458525
35	白宫	84677		2020-06-07T19:26:13.458647
36	当摘掉眼镜和朋友吃饭	84611		2020-06-07T19:26:13.458770
37	戚薇发文	81331		2020-06-07T19:26:13.458892
38	阿云嘎黄景瑜合唱	81300		2020-06-07T19:26:13.459014
39	强降雨造成广西超32万人受灾	76677		2020-06-07T19:26:13.459136
40	国家防总向广西派出工作组	67936		2020-06-07T19:26:13.459259
41	早高峰未被让行拦车15分钟	66914		2020-06-07T19:26:13.459383
42	13岁的郎朗和现在一模一样	65939		2020-06-07T19:26:13.459508
43	江苏泰兴一住户家中发生闪爆	63209		2020-06-07T19:26:13.459631
44	白月光珍珠奶茶冰饭	62336		2020-06-07T19:26:13.459754
45	安崎对1cm的执着	60124		2020-06-07T19:26:13.459878
46	高三针对学生薄弱科目实行导师制	50381		2020-06-07T19:26:13.460011
47	桂林暴雨	47559		2020-06-07T19:26:13.460144
48	学生校园内体验割麦子	44361		2020-06-07T19:26:13.460265
49	中国大陆已有6种疫苗在临床试验	42507		2020-06-07T19:26:13.460353
50	今天本来是高考	37540		2020-06-07T19:26:13.460442
