reservoir,timestamp
158,2020-04-18T07:52:09.416031
161,2020-04-18T07:57:12.939410
163,2020-04-18T08:02:16.331081
166,2020-04-18T08:07:19.913257
166,2020-04-18T08:12:21.870948
166,2020-04-18T08:17:24.774527
168,2020-04-18T08:22:26.722000
169,2020-04-18T08:27:29.593417
172,2020-04-18T08:32:32.225198
175,2020-04-18T08:37:35.978903
175,2020-04-18T08:42:39.174412
176,2020-04-18T08:47:41.803811
178,2020-04-18T08:52:43.723871
178,2020-04-18T08:57:46.792343
178,2020-04-18T09:02:48.717053
180,2020-04-18T09:07:51.236013
182,2020-04-18T09:12:53.928643
182,2020-04-18T09:17:57.723321
184,2020-04-18T09:23:00.441320
187,2020-04-18T09:28:04.309042
189,2020-04-18T09:33:06.616061
189,2020-04-18T09:38:11.218670
190,2020-04-18T09:43:14.234524
191,2020-04-18T09:48:16.351476
191,2020-04-18T09:53:20.562141
194,2020-04-18T09:58:23.525717
195,2020-04-18T10:03:26.202204
195,2020-04-18T10:08:29.658773
195,2020-04-18T10:13:32.909022
196,2020-04-18T10:18:35.273055
197,2020-04-18T10:23:38.216296
199,2020-04-18T10:28:42.307803
200,2020-04-18T10:33:44.982603
202,2020-04-18T10:38:48.495648
204,2020-04-18T10:43:50.914516
206,2020-04-18T10:48:53.682036
207,2020-04-18T10:53:56.057479
209,2020-04-18T10:58:58.841423
210,2020-04-18T11:04:01.968398
211,2020-04-18T11:09:06.468774
211,2020-04-18T11:14:09.276575
211,2020-04-18T11:19:12.503759
212,2020-04-18T11:24:14.557856
212,2020-04-18T11:29:18.185042
213,2020-04-18T11:34:20.557273
214,2020-04-18T11:39:26.155275
216,2020-04-18T11:44:29.025023
217,2020-04-18T11:49:31.425413
217,2020-04-18T11:54:34.185273
217,2020-04-18T11:59:37.519348
218,2020-04-18T12:04:39.528272
221,2020-04-18T12:09:43.607911
222,2020-04-18T12:14:46.511993
222,2020-04-18T12:19:49.120377
223,2020-04-18T12:24:51.162085
224,2020-04-18T12:29:53.958401
225,2020-04-18T12:34:56.152569
226,2020-04-18T12:39:58.542536
233,2020-04-18T12:45:01.864767
234,2020-04-18T12:50:04.041880
234,2020-04-18T12:55:07.001608
235,2020-04-18T13:00:09.505316
236,2020-04-18T13:05:11.422118
236,2020-04-18T13:10:13.769026
237,2020-04-18T13:15:15.670266
239,2020-04-18T13:20:19.042443
242,2020-04-18T13:25:21.397015
244,2020-04-18T13:30:24.302870
244,2020-04-18T13:35:26.733694
244,2020-04-18T13:40:30.532590
245,2020-04-18T13:45:32.569842
246,2020-04-18T13:50:36.112084
247,2020-04-18T13:55:38.840871
248,2020-04-18T14:00:40.981440
250,2020-04-18T14:05:52.149557
251,2020-04-18T14:10:56.175327
251,2020-04-18T14:15:59.126511
251,2020-04-18T14:21:03.470321
252,2020-04-18T14:26:05.370145
253,2020-04-18T14:31:07.661325
253,2020-04-18T14:36:10.314432
256,2020-04-18T14:41:14.323234
256,2020-04-18T14:46:16.249856
259,2020-04-18T14:51:18.764131
260,2020-04-18T14:56:21.676903
262,2020-04-18T15:01:26.646250
264,2020-04-18T15:06:31.355755
265,2020-04-18T15:11:34.588700
266,2020-04-18T15:16:36.576597
267,2020-04-18T15:21:40.997460
267,2020-04-18T15:26:42.960433
269,2020-04-18T15:31:47.541255
271,2020-04-18T15:36:49.464253
274,2020-04-18T15:41:53.477831
274,2020-04-18T15:46:55.562293
275,2020-04-18T15:51:58.030698
275,2020-04-18T15:57:00.550977
277,2020-04-18T16:02:04.926286
277,2020-04-18T16:07:07.249510
279,2020-04-18T16:12:09.993617
281,2020-04-18T16:17:11.939243
281,2020-04-18T16:22:16.741900
284,2020-04-18T16:27:19.331879
285,2020-04-18T16:32:21.693655
289,2020-04-18T16:37:27.240755
290,2020-04-18T16:42:29.781778
292,2020-04-18T16:47:31.688861
293,2020-04-18T16:52:36.283100
297,2020-04-18T16:57:38.739716
299,2020-04-18T17:02:41.853000
300,2020-04-18T17:07:45.275249
302,2020-04-18T17:12:50.005438
302,2020-04-18T17:17:52.825852
302,2020-04-18T17:22:57.893440
302,2020-04-18T17:27:59.792450
302,2020-04-18T17:33:02.067490
302,2020-04-18T17:38:04.144051
302,2020-04-18T17:43:07.698511
302,2020-04-18T17:48:12.116947
302,2020-04-18T17:53:18.236152
302,2020-04-18T17:58:20.362447
302,2020-04-18T18:03:23.296667
302,2020-04-18T18:08:25.282652
302,2020-04-18T18:13:35.464861
302,2020-04-18T18:18:37.713711
302,2020-04-18T18:23:44.202325
302,2020-04-18T18:28:46.996961
302,2020-04-18T18:33:49.453158
302,2020-04-18T18:38:52.915648
302,2020-04-18T18:43:56.868108
302,2020-04-18T18:48:58.961332
302,2020-04-18T18:54:01.564247
302,2020-04-18T18:59:04.256349
302,2020-04-18T19:04:08.384567
302,2020-04-18T19:09:13.099100
302,2020-04-18T19:14:15.603469
302,2020-04-18T19:19:17.749681
302,2020-04-18T19:24:32.153934
302,2020-04-18T19:29:36.548323
302,2020-04-18T19:34:50.890742
302,2020-04-18T19:39:53.279458
302,2020-04-18T19:44:56.694284
302,2020-04-18T19:49:59.955815
302,2020-04-18T19:55:04.130788
302,2020-04-18T20:00:07.330659
302,2020-04-18T20:05:09.830187
302,2020-04-18T20:10:12.408915
302,2020-04-18T20:15:15.883246
302,2020-04-18T20:20:19.712347
302,2020-04-18T20:25:25.292334
302,2020-04-18T20:30:28.958720
302,2020-04-18T20:35:31.707302
302,2020-04-18T20:40:42.377497
302,2020-04-18T20:51:23.672403
302,2020-04-18T20:56:26.397813
302,2020-04-18T21:01:29.306578
302,2020-04-18T21:06:37.485017
302,2020-04-18T21:11:39.576615
302,2020-04-18T21:16:42.078490
302,2020-04-18T21:21:47.489446
302,2020-04-18T21:26:55.459475
302,2020-04-18T21:31:57.613783
302,2020-04-18T21:37:00.186729
302,2020-04-18T21:42:02.845823
302,2020-04-18T21:47:05.355962
302,2020-04-18T21:52:08.013306
302,2020-04-18T21:57:14.004735
302,2020-04-18T22:02:16.669867
302,2020-04-18T22:07:18.952870
302,2020-04-18T22:12:21.960542
302,2020-04-18T22:17:24.177238
302,2020-04-18T22:22:37.534922
302,2020-04-18T22:27:39.954948
302,2020-04-18T22:32:43.014593
302,2020-04-18T22:37:45.881216
302,2020-04-18T22:42:47.906800
302,2020-04-18T22:47:51.955270
302,2020-04-18T22:52:54.452801
302,2020-04-18T22:57:57.552726
302,2020-04-18T23:03:00.098490
302,2020-04-18T23:08:02.628695
302,2020-04-18T23:13:04.649975
302,2020-04-18T23:18:09.484829
302,2020-04-18T23:23:14.713806
302,2020-04-18T23:28:17.363606
302,2020-04-18T23:33:20.859282
302,2020-04-18T23:43:54.868159
302,2020-04-18T23:48:59.036463
302,2020-04-18T23:54:02.689020
302,2020-04-18T23:59:05.034798
302,2020-04-19T00:04:08.106687
302,2020-04-19T00:09:10.322011
302,2020-04-19T00:14:13.218442
302,2020-04-19T00:19:16.046142
302,2020-04-19T00:24:18.137414
302,2020-04-19T00:29:21.129098
302,2020-04-19T00:34:22.950651
302,2020-04-19T00:39:25.126808
302,2020-04-19T00:50:16.835714
302,2020-04-19T00:55:48.128026
303,2020-04-19T01:00:50.764599
308,2020-04-19T01:05:53.579991
308,2020-04-19T01:10:55.738427
310,2020-04-19T01:15:58.297903
311,2020-04-19T01:21:00.661616
312,2020-04-19T01:26:03.083136
314,2020-04-19T01:31:05.725242
316,2020-04-19T01:41:47.011303
321,2020-04-19T01:46:49.806264
321,2020-04-19T01:51:53.338153
323,2020-04-19T01:56:57.253404
324,2020-04-19T02:01:59.823666
326,2020-04-19T02:07:02.186500
327,2020-04-19T02:12:05.084149
328,2020-04-19T02:17:07.384724
332,2020-04-19T02:22:09.735352
333,2020-04-19T02:27:12.837224
334,2020-04-19T02:32:15.988998
334,2020-04-19T02:37:17.968953
335,2020-04-19T02:42:20.757979
337,2020-04-19T02:47:23.099378
338,2020-04-19T02:52:25.397420
341,2020-04-19T02:57:28.202583
341,2020-04-19T03:02:31.404852
341,2020-04-19T03:07:34.657383
341,2020-04-19T03:12:37.200873
341,2020-04-19T03:17:40.123756
341,2020-04-19T03:22:44.278699
343,2020-04-19T03:27:46.979936
346,2020-04-19T03:32:49.605074
346,2020-04-19T03:37:51.606161
347,2020-04-19T03:42:55.813461
348,2020-04-19T03:47:57.880020
349,2020-04-19T03:53:08.203781
349,2020-04-19T03:58:16.701220
350,2020-04-19T04:03:20.217802
353,2020-04-19T04:08:22.219314
354,2020-04-19T04:13:25.088001
355,2020-04-19T04:18:26.908605
355,2020-04-19T04:23:29.158267
357,2020-04-19T04:28:32.221976
359,2020-04-19T04:34:11.494417
359,2020-04-19T04:39:15.467522
359,2020-04-19T04:44:18.449505
361,2020-04-19T04:49:22.559057
362,2020-04-19T04:54:24.837094
363,2020-04-19T04:59:26.879149
365,2020-04-19T05:04:30.846644
367,2020-04-19T05:09:37.316075
367,2020-04-19T05:14:41.384042
369,2020-04-19T05:19:43.385833
369,2020-04-19T05:24:48.144699
369,2020-04-19T05:29:50.436250
370,2020-04-19T05:34:52.930419
373,2020-04-19T05:39:56.108810
373,2020-04-19T05:44:59.495243
374,2020-04-19T05:50:02.441472
377,2020-04-19T05:55:06.207186
378,2020-04-19T06:00:08.873231
379,2020-04-19T06:05:14.502459
380,2020-04-19T06:10:39.116304
381,2020-04-19T06:15:50.769825
383,2020-04-19T06:20:55.823110
383,2020-04-19T06:26:02.914740
383,2020-04-19T06:31:11.873237
384,2020-04-19T06:36:19.508150
387,2020-04-19T06:41:21.790680
388,2020-04-19T06:46:24.918406
389,2020-04-19T06:51:28.077721
390,2020-04-19T06:56:31.773484
391,2020-04-19T07:01:38.798647
391,2020-04-19T07:06:54.710374
391,2020-04-19T07:12:03.095589
392,2020-04-19T07:17:05.451488
392,2020-04-19T07:22:08.473106
392,2020-04-19T07:27:12.018270
392,2020-04-19T07:32:20.382117
394,2020-04-19T07:37:23.420939
395,2020-04-19T07:42:28.215833
396,2020-04-19T07:47:31.172661
397,2020-04-19T07:52:33.806622
397,2020-04-19T07:57:46.201937
400,2020-04-19T08:02:49.559191
400,2020-04-19T08:07:54.689706
400,2020-04-19T08:13:08.964580
401,2020-04-19T08:18:15.032425
403,2020-04-19T08:23:17.700962
403,2020-04-19T08:28:22.077729
404,2020-04-19T08:33:26.688944
407,2020-04-19T08:38:32.551685
409,2020-04-19T08:43:36.083712
410,2020-04-19T08:48:40.637380
410,2020-04-19T08:53:42.998115
412,2020-04-19T08:58:45.986668
413,2020-04-19T09:03:48.693598
413,2020-04-19T09:08:52.378175
415,2020-04-19T09:13:55.360962
416,2020-04-19T09:24:40.777414
418,2020-04-19T09:29:55.441198
419,2020-04-19T09:34:58.386058
421,2020-04-19T09:40:04.864164
423,2020-04-19T09:45:08.485629
424,2020-04-19T09:50:11.097437
425,2020-04-19T09:55:26.539946
427,2020-04-19T10:00:34.831232
430,2020-04-19T10:05:36.958828
436,2020-04-19T10:10:40.145382
436,2020-04-19T10:15:42.222980
437,2020-04-19T10:20:47.318857
437,2020-04-19T10:25:49.464570
437,2020-04-19T10:31:23.876008
438,2020-04-19T10:36:31.486124
441,2020-04-19T10:41:34.532456
441,2020-04-19T10:46:36.621371
441,2020-04-19T10:51:40.642683
449,2020-04-19T10:56:43.593429
449,2020-04-19T11:01:46.351920
451,2020-04-19T11:06:49.378261
453,2020-04-19T11:11:52.333627
454,2020-04-19T11:16:55.396785
458,2020-04-19T11:22:00.224445
458,2020-04-19T11:27:06.089970
459,2020-04-19T11:32:10.368964
466,2020-04-19T11:37:47.749430
467,2020-04-19T11:43:00.181427
468,2020-04-19T11:48:14.613301
470,2020-04-19T11:53:17.379136
470,2020-04-19T11:58:21.929821
471,2020-04-19T12:03:26.719498
472,2020-04-19T12:08:28.777998
472,2020-04-19T12:13:31.169789
473,2020-04-19T12:18:38.217766
474,2020-04-19T12:23:43.901210
477,2020-04-19T12:28:46.208213
478,2020-04-19T12:33:51.256620
480,2020-04-19T12:38:53.345361
480,2020-04-19T12:43:56.360615
482,2020-04-19T12:49:01.227183
486,2020-04-19T12:54:04.491966
486,2020-04-19T12:59:07.420872
489,2020-04-19T13:04:13.250338
492,2020-04-19T13:09:15.717803
493,2020-04-19T13:14:18.445001
493,2020-04-19T13:19:21.135783
494,2020-04-19T13:24:25.341774
495,2020-04-19T13:29:31.600968
496,2020-04-19T13:34:35.221593
496,2020-04-19T13:39:38.115612
498,2020-04-19T13:44:40.415071
499,2020-04-19T13:49:45.828683
500,2020-04-19T13:54:55.194024
501,2020-04-19T14:00:05.705135
501,2020-04-19T14:05:08.895911
504,2020-04-19T14:10:12.123541
509,2020-04-19T14:15:16.541314
512,2020-04-19T14:20:20.295589
512,2020-04-19T14:25:25.443881
512,2020-04-19T14:30:27.349377
513,2020-04-19T14:35:35.171122
513,2020-04-19T14:40:37.311262
515,2020-04-19T14:45:42.989977
516,2020-04-19T14:50:46.983549
520,2020-04-19T14:55:50.744036
523,2020-04-19T15:00:53.086672
524,2020-04-19T15:05:57.621938
525,2020-04-19T15:11:01.274929
526,2020-04-19T15:16:06.381101
527,2020-04-19T15:21:09.900619
528,2020-04-19T15:26:13.202828
528,2020-04-19T15:31:15.778867
528,2020-04-19T15:36:19.433906
531,2020-04-19T15:41:21.538906
540,2020-04-19T15:46:25.677836
542,2020-04-19T15:51:27.708669
542,2020-04-19T15:56:30.823141
545,2020-04-19T16:01:34.388445
546,2020-04-19T16:06:38.386517
549,2020-04-19T16:11:41.262297
551,2020-04-19T16:16:59.447841
554,2020-04-19T16:22:02.177695
557,2020-04-19T16:27:06.481625
559,2020-04-19T16:32:09.578674
559,2020-04-19T16:37:12.265080
559,2020-04-19T16:42:14.285548
562,2020-04-19T16:47:17.958094
565,2020-04-19T16:52:20.035338
566,2020-04-19T16:57:26.312150
568,2020-04-19T17:02:30.884718
570,2020-04-19T17:07:42.256785
570,2020-04-19T17:12:46.939160
572,2020-04-19T17:17:51.871588
572,2020-04-19T17:22:53.960609
573,2020-04-19T17:27:57.930696
573,2020-04-19T17:33:00.037998
574,2020-04-19T17:38:02.533578
574,2020-04-19T17:43:14.888898
574,2020-04-19T17:48:18.150572
574,2020-04-19T17:53:24.511288
574,2020-04-19T17:58:32.639201
574,2020-04-19T18:03:34.496266
574,2020-04-19T18:08:39.190258
574,2020-04-19T18:13:41.293073
574,2020-04-19T18:18:44.664469
574,2020-04-19T18:23:50.444395
574,2020-04-19T18:28:53.564697
574,2020-04-19T18:33:56.510502
576,2020-04-19T18:38:59.727732
576,2020-04-19T18:44:01.838681
576,2020-04-19T18:49:05.937515
578,2020-04-19T19:00:04.482542
578,2020-04-19T19:05:09.081386
578,2020-04-19T19:10:12.222702
578,2020-04-19T19:15:16.060840
578,2020-04-19T19:20:18.670081
578,2020-04-19T19:25:23.637521
578,2020-04-19T19:30:28.537038
578,2020-04-19T19:35:35.728139
578,2020-04-19T19:40:39.664856
578,2020-04-19T19:45:43.551353
578,2020-04-19T19:50:46.760500
578,2020-04-19T19:55:49.835662
578,2020-04-19T20:00:53.242740
578,2020-04-19T20:05:55.646062
578,2020-04-19T20:10:58.795347
578,2020-04-19T20:16:01.408685
578,2020-04-19T20:21:04.089081
578,2020-04-19T20:26:07.990537
578,2020-04-19T20:31:10.885404
578,2020-04-19T20:36:14.736762
578,2020-04-19T20:41:18.658563
578,2020-04-19T20:46:21.381234
578,2020-04-19T20:51:26.367784
578,2020-04-19T20:56:28.694759
578,2020-04-19T21:01:32.128819
578,2020-04-19T21:06:34.925091
578,2020-04-19T21:11:38.669162
578,2020-04-19T21:16:40.989441
578,2020-04-19T21:21:44.225030
578,2020-04-19T21:26:46.300503
578,2020-04-19T21:31:48.907529
578,2020-04-19T21:36:51.837803
578,2020-04-19T21:41:55.005004
578,2020-04-19T21:46:57.134446
578,2020-04-19T21:51:59.777316
578,2020-04-19T21:57:02.676455
578,2020-04-19T22:02:05.181353
578,2020-04-19T22:07:07.375792
578,2020-04-19T22:12:09.964996
578,2020-04-19T22:17:12.072669
578,2020-04-19T22:22:18.381007
578,2020-04-19T22:27:20.601725
578,2020-04-19T22:32:23.050470
578,2020-04-19T22:37:25.088413
578,2020-04-19T22:42:30.170124
578,2020-04-19T22:47:36.584200
578,2020-04-19T22:52:39.404250
578,2020-04-19T22:57:41.975338
578,2020-04-19T23:02:44.218506
578,2020-04-19T23:08:03.829873
578,2020-04-19T23:13:06.268597
578,2020-04-19T23:18:08.764929
578,2020-04-19T23:23:11.924695
578,2020-04-19T23:28:14.563202
578,2020-04-19T23:33:17.222266
578,2020-04-19T23:38:19.086431
578,2020-04-19T23:43:21.547043
578,2020-04-19T23:48:23.524530
578,2020-04-19T23:53:26.039257
578,2020-04-19T23:58:28.277563
578,2020-04-20T00:03:31.507941
578,2020-04-20T00:08:33.572711
578,2020-04-20T00:13:36.563343
578,2020-04-20T00:18:38.567964
578,2020-04-20T00:23:40.897930
578,2020-04-20T00:28:44.015309
578,2020-04-20T00:33:47.867843
578,2020-04-20T00:38:50.754785
578,2020-04-20T00:43:53.471491
578,2020-04-20T00:48:56.001076
578,2020-04-20T00:53:59.195743
578,2020-04-20T00:59:02.203078
578,2020-04-20T01:04:04.776663
578,2020-04-20T01:09:07.615546
579,2020-04-20T01:14:10.433368
584,2020-04-20T01:19:15.200999
586,2020-04-20T01:24:17.772466
586,2020-04-20T01:29:20.423888
588,2020-04-20T01:34:24.599971
589,2020-04-20T01:39:39.471809
590,2020-04-20T01:44:42.877776
591,2020-04-20T01:49:46.073492
592,2020-04-20T01:54:49.166655
593,2020-04-20T01:59:51.541768
594,2020-04-20T02:04:54.960946
596,2020-04-20T02:09:58.590101
596,2020-04-20T02:15:01.405986
596,2020-04-20T02:20:04.112528
598,2020-04-20T02:25:21.531022
602,2020-04-20T02:30:26.448008
605,2020-04-20T02:35:29.136131
608,2020-04-20T02:40:31.848421
608,2020-04-20T02:45:35.061591
608,2020-04-20T02:50:39.672030
612,2020-04-20T02:55:47.389713
612,2020-04-20T03:00:51.160071
613,2020-04-20T03:05:53.783856
614,2020-04-20T03:10:56.549111
614,2020-04-20T03:16:01.260466
614,2020-04-20T03:21:04.471443
614,2020-04-20T03:26:07.301564
616,2020-04-20T03:31:11.562283
620,2020-04-20T03:36:15.503823
620,2020-04-20T03:41:19.606291
620,2020-04-20T03:46:23.236385
623,2020-04-20T03:51:26.618508
623,2020-04-20T03:56:30.303044
624,2020-04-20T04:01:32.911376
627,2020-04-20T04:06:35.953728
627,2020-04-20T04:11:40.387736
627,2020-04-20T04:16:43.947250
631,2020-04-20T04:21:47.386239
635,2020-04-20T04:26:50.070744
635,2020-04-20T04:31:53.684945
635,2020-04-20T04:36:56.600698
635,2020-04-20T04:42:01.551626
637,2020-04-20T04:47:07.288414
641,2020-04-20T04:52:10.215534
644,2020-04-20T04:57:13.298839
645,2020-04-20T05:02:16.477162
647,2020-04-20T05:07:24.591402
647,2020-04-20T05:12:28.189422
647,2020-04-20T05:17:30.977235
647,2020-04-20T05:22:34.268862
647,2020-04-20T05:27:37.541001
647,2020-04-20T05:32:41.607412
648,2020-04-20T05:37:44.919783
653,2020-04-20T05:42:48.222633
654,2020-04-20T05:47:50.794018
654,2020-04-20T05:53:03.389720
657,2020-04-20T05:58:06.170003
658,2020-04-20T06:03:10.083063
659,2020-04-20T06:08:13.320004
660,2020-04-20T06:13:15.980055
664,2020-04-20T06:18:20.924950
666,2020-04-20T06:23:25.592681
667,2020-04-20T06:28:28.901689
669,2020-04-20T06:33:31.641653
669,2020-04-20T06:38:35.323725
669,2020-04-20T06:43:41.363329
669,2020-04-20T06:48:48.747521
670,2020-04-20T06:53:52.369357
672,2020-04-20T06:58:57.006980
677,2020-04-20T07:09:34.650198
679,2020-04-20T07:14:41.009673
679,2020-04-20T07:19:44.551269
680,2020-04-20T07:24:49.241888
680,2020-04-20T07:29:52.317609
681,2020-04-20T07:34:55.332637
683,2020-04-20T07:39:58.111811
683,2020-04-20T07:45:01.517225
687,2020-04-20T07:50:05.593856
687,2020-04-20T07:55:11.470834
689,2020-04-20T08:00:14.180636
689,2020-04-20T08:05:18.850504
689,2020-04-20T08:10:23.011554
689,2020-04-20T08:15:25.958506
691,2020-04-20T08:26:04.111873
691,2020-04-20T08:31:06.861823
692,2020-04-20T08:36:11.448779
692,2020-04-20T08:41:15.145464
693,2020-04-20T08:46:21.194194
694,2020-04-20T08:51:28.724616
701,2020-04-20T08:56:32.933432
702,2020-04-20T09:01:37.919062
704,2020-04-20T09:06:51.730589
705,2020-04-20T09:12:02.807038
706,2020-04-20T09:17:11.962953
709,2020-04-20T09:22:20.861446
710,2020-04-20T09:27:24.145904
710,2020-04-20T09:32:32.116378
711,2020-04-20T09:38:09.850646
712,2020-04-20T09:43:14.587585
713,2020-04-20T09:48:17.302519
716,2020-04-20T09:53:21.170502
719,2020-04-20T09:58:25.963435
720,2020-04-20T10:03:31.347754
721,2020-04-20T10:08:36.306012
724,2020-04-20T10:13:39.619524
724,2020-04-20T10:18:44.367721
724,2020-04-20T10:23:49.254949
725,2020-04-20T10:28:52.718165
729,2020-04-20T10:33:56.282749
730,2020-04-20T10:39:00.887906
730,2020-04-20T10:44:11.324479
734,2020-04-20T10:49:14.007944
734,2020-04-20T10:54:18.738697
735,2020-04-20T10:59:24.625063
